callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
QTR973,,06a0a5,A7-BCA,B788,OTHH,OTHH,2018-12-31 17:16:36+00:00,2019-01-01 10:10:49+00:00,2019-01-01 00:00:00+00:00,25.26269531,51.62363688,0,25.22401428,51.6192627,144.78
BAW293,,406d78,G-ZBKB,B789,EGLL,KIAD,2018-12-31 17:16:48+00:00,2019-01-01 00:56:26+00:00,2019-01-01 00:00:00+00:00,51.46481323,-0.475232923,-304.8,38.94758063,-77.45623779,
SIA952,,76cf28,9V-SYH,B773,,WIII,2018-12-31 17:16:58+00:00,2019-01-01 01:18:42+00:00,2019-01-01 00:00:00+00:00,26.3953516,120.7317704,9753.6,-6.105743408,106.677153,76.2
SIA352,,76cef1,9V-SWQ,B77W,,EKCH,2018-12-31 17:17:06+00:00,2019-01-01 04:57:40+00:00,2019-01-01 00:00:00+00:00,7.345617262,100.6495403,9144,55.64227295,12.69378662,198.12
EDW84,,4b1902,HB-JMG,A343,LSZH,,2018-12-31 17:18:17+00:00,2019-01-01 03:42:59+00:00,2019-01-01 00:00:00+00:00,47.46052551,8.558349609,0,-30.98995972,18.90763227,11582.4
ETD471,,8.96E+10,A6-EYS,A332,WIII,OMAA,2018-12-31 17:18:17+00:00,2019-01-01 01:23:13+00:00,2019-01-01 00:00:00+00:00,-6.11947787,106.6415879,0,24.40296238,54.69356897,137.16
QFA64,,7c4777,VH-OEH,B744,,YSSY,2018-12-31 17:18:33+00:00,2019-01-01 04:28:06+00:00,2019-01-01 00:00:00+00:00,-26.24680341,28.64288917,4267.2,-33.97852494,151.1844635,152.4
SVA816,,7100c0,HZ-AK32,B77W,,WIII,2018-12-31 17:19:47+00:00,2019-01-01 01:40:44+00:00,2019-01-01 00:00:00+00:00,23.26313782,45.20634322,10058.4,-6.104919434,106.6792944,68.58
QFA118,,7c1479,VH-EBV,A332,,YSSY,2018-12-31 17:20:45+00:00,2019-01-01 00:51:29+00:00,2019-01-01 00:00:00+00:00,13.52998895,118.7400416,11277.6,-33.95599365,151.1784892,0
DLH577,,3c64c3,D-AIFC,A343,,EDDF,2018-12-31 17:21:03+00:00,2019-01-01 04:31:19+00:00,2019-01-01 00:00:00+00:00,-31.00895769,18.31486816,10058.4,50.04734802,8.596368087,22.86
CPA880,,780a5c,B-KQL,B77W,,KHHR,2018-12-31 17:22:18+00:00,2019-01-01 04:01:29+00:00,2019-01-01 00:00:00+00:00,23.40179443,119.9632624,9448.8,33.95669194,-118.3568001,281.94
ETD96T,,8963f9,A6-EIY,A320,,OMAA,2018-12-31 17:22:20+00:00,2019-01-01 03:38:59+00:00,2019-01-01 00:00:00+00:00,24.556352,54.57774612,1524,24.40397644,54.69217936,121.92
QTR955,,06a0c1,A7-BDC,B788,WIII,OTHH,2018-12-31 17:23:07+00:00,2019-01-01 01:43:27+00:00,2019-01-01 00:00:00+00:00,-6.121107198,106.6380363,0,25.22131348,51.64179484,152.4
UAE432,,896117,A6-ECP,B77W,OMDB,,2018-12-31 17:24:28+00:00,2019-01-01 00:05:10+00:00,2019-01-01 00:00:00+00:00,25.24606996,55.36356656,-304.8,1.504394531,103.1931835,4998.72
WJA1513,,c07eef,C-GWBU,B738,CYVR,,2018-12-31 17:25:22+00:00,2019-01-01 04:23:50+00:00,2019-01-01 00:00:00+00:00,49.18839794,-123.1930221,-304.8,50.35638428,-114.9765497,8724.9
NRS15Z,,4074d3,,,EGKK,KJFK,2018-12-31 17:25:36+00:00,2019-01-01 00:18:59+00:00,2019-01-01 00:00:00+00:00,51.14205571,-0.232009888,0,40.67976612,-73.72787476,190.5
LBT4753,,02a1b0,TS-INQ,A320,,,2018-12-31 17:25:47+00:00,2019-01-01 02:30:07+00:00,2019-01-01 00:00:00+00:00,36.36586335,13.23513599,10058.4,36.41624451,13.05301666,10972.8
QTR914,,06a10c,A7-ALX,A359,OTHH,YPAD,2018-12-31 17:26:11+00:00,2019-01-01 06:12:39+00:00,2019-01-01 00:00:00+00:00,25.25944519,51.62495931,0,-34.91505432,138.580478,274.32
NAX9V,,479089,LN-LNI,B789,LFPG,KJFK,2018-12-31 17:26:24+00:00,2019-01-01 00:36:19+00:00,2019-01-01 00:00:00+00:00,49.01936677,2.494041041,0,40.69107056,-73.71899414,251.46
GOW101,,8007d0,VT-GOM,A320,VABB,,2018-12-31 17:26:40+00:00,2019-01-01 00:46:48+00:00,2019-01-01 00:00:00+00:00,19.08874512,72.87035261,-304.8,27.91603088,78.24493984,8016.24
BAW58L,,400614,G-CIVL,B744,,EGLL,2018-12-31 17:26:48+00:00,2019-01-01 04:33:08+00:00,2019-01-01 00:00:00+00:00,-32.03645325,16.64577026,9753.6,51.46494203,-0.436401367,-144.78
NAX95L,,47c9fb,,,,KEWR,2018-12-31 17:27:25+00:00,2019-01-01 01:06:48+00:00,2019-01-01 00:00:00+00:00,41.51677536,2.08606099,3352.8,40.72994943,-74.14098566,175.26
SIA324,,76cdaf,9V-SMO,A359,,EHAM,2018-12-31 17:27:59+00:00,2019-01-01 05:54:57+00:00,2019-01-01 00:00:00+00:00,4.44090271,103.0023659,8839.2,52.31325182,4.759081159,
THY43W,,4ba9ca,TC-JNJ,A333,FAGC,LTBA,2018-12-31 17:28:07+00:00,2019-01-01 02:16:59+00:00,2019-01-01 00:00:00+00:00,-25.98494708,28.15732516,2743.2,40.76037598,28.70410156,1104.9
AFL220,,4249fd,VQ-BQX,A333,UUEE,,2018-12-31 17:28:42+00:00,2019-01-01 00:18:39+00:00,2019-01-01 00:00:00+00:00,55.96687317,37.36691562,304.8,35.52168274,113.3185959,10698.48
UAE359,,89611a,A6-ECS,B77W,WIII,OMDB,2018-12-31 17:28:44+00:00,2019-01-01 01:39:55+00:00,2019-01-01 00:00:00+00:00,-6.120803833,106.6385612,0,25.24698257,55.37862142,
KQA003,,04c119,5Y-KZC,B788,KJFK,,2018-12-31 17:29:17+00:00,2019-01-01 00:05:59+00:00,2019-01-01 00:00:00+00:00,40.63023376,-73.77655029,0,34.28059387,-2.542662329,11879.58
DAL121,,abda48,N863DA,B772,KMSP,RJAK,2018-12-31 17:29:36+00:00,2019-01-01 05:22:17+00:00,2019-01-01 00:00:00+00:00,44.89064026,-93.24077061,304.8,35.98874367,140.0819949,1874.52
RSD004,,157713,RA-96019,IL96,UUWW,SBBR,2018-12-31 17:29:41+00:00,2019-01-01 09:54:21+00:00,2019-01-01 00:00:00+00:00,55.58551336,37.23421097,304.8,-15.86270142,-47.90573923,990.6
QTR843,,06a13b,A7-BAY,B77W,OTHH,OTHH,2018-12-31 17:30:06+00:00,2019-01-01 09:52:55+00:00,2019-01-01 00:00:00+00:00,25.25230408,51.62867228,0,25.23472595,51.61448161,83.82
AAL91,,ab1839,N814AA,B788,EGLL,KORD,2018-12-31 17:30:15+00:00,2019-01-01 01:56:43+00:00,2019-01-01 00:00:00+00:00,51.46485901,-0.469591295,-304.8,41.96581824,-87.81851125,601.98
CSN3047,,780110,B-6272,A320,,WMKK,2018-12-31 17:30:22+00:00,2019-01-01 08:50:55+00:00,2019-01-01 00:00:00+00:00,36.69058228,114.8785973,9753.6,2.687553794,101.73534,236.22
TAP005,,4d218b,,,LPPT,SBSG,2018-12-31 17:30:50+00:00,2019-01-01 00:42:58+00:00,2019-01-01 00:00:00+00:00,38.83694458,-9.105874766,304.8,-5.764938354,-35.39622679,182.88
AIJ960,,0d0775,XA-IUA,A320,MMMX,KJFK,2018-12-31 17:31:07+00:00,2019-01-01 03:45:49+00:00,2019-01-01 00:00:00+00:00,19.47193909,-99.00888715,2438.4,40.69697571,-73.71447754,373.38
TAM3563,,e490c2,PT-XPB,A321,SBGR,SBGR,2018-12-31 17:31:08+00:00,2019-01-01 00:06:15+00:00,2019-01-01 00:00:00+00:00,-23.42448089,-46.44688924,609.6,-23.44029236,-46.49254261,754.38
IGO2606,,800c7e,,,VOMM,VOMM,2018-12-31 17:31:33+00:00,2019-01-01 04:14:18+00:00,2019-01-01 00:00:00+00:00,12.99375916,80.17874356,0,12.98732952,80.16155042,-53.34
IBE6012,,34520c,EC-MLP,A332,SUMU,LEMD,2018-12-31 17:32:09+00:00,2019-01-01 05:04:18+00:00,2019-01-01 00:00:00+00:00,-34.85586548,-56.05914058,304.8,40.47614663,-3.538846103,419.1
CPA101,,780a8d,B-KQT,B77W,,YSSY,2018-12-31 17:32:36+00:00,2019-01-01 00:45:59+00:00,2019-01-01 00:00:00+00:00,13.53594764,118.7369096,10058.4,-33.95329285,151.1778166,22.86
AAL128,,ab7268,N837AN,,KLAX,KDFW,2018-12-31 17:34:19+00:00,2019-01-01 22:24:46+00:00,2019-01-01 00:00:00+00:00,33.93327616,-118.4447479,304.8,32.85630798,-97.05492554,228.6
DAL4,,abca08,N859NW,A332,EGLL,KJFK,2018-12-31 17:34:20+00:00,2019-01-01 00:41:52+00:00,2019-01-01 00:00:00+00:00,51.46476746,-0.472560573,-304.8,40.65923658,-73.74391729,15.24
UAE344,,8963d4,A6-EPE,B77W,OMDB,WMKK,2018-12-31 17:34:38+00:00,2019-01-01 00:14:07+00:00,2019-01-01 00:00:00+00:00,25.24835587,55.36465963,-304.8,2.701583862,101.7259501,106.68
CPA3291,,780a3d,B-LJH,B748,,PANC,2018-12-31 17:35:08+00:00,2019-01-01 00:27:06+00:00,2019-01-01 00:00:00+00:00,33.89738438,-84.24390793,3962.4,61.1902771,-150.0092861,160.02
AFR008,,3949f0,F-GSPQ,B772,LFPG,KJFK,2018-12-31 17:36:28+00:00,2019-01-01 00:45:29+00:00,2019-01-01 00:00:00+00:00,48.99562512,2.555116352,0,40.67934715,-73.72818687,190.5
QTR942,,06a0fc,A7-ALH,A359,OTHH,,2018-12-31 17:36:35+00:00,2019-01-01 00:36:51+00:00,2019-01-01 00:00:00+00:00,25.25491333,51.60512288,0,1.837323722,102.7782835,7147.56
BAW99,,406a9f,G-ZBJH,B788,EGLL,CYYZ,2018-12-31 17:37:03+00:00,2019-01-01 01:02:36+00:00,2019-01-01 00:00:00+00:00,51.46480237,-0.478210449,-304.8,43.66702322,-79.67455183,342.9
THA465,,88510d,,,,YMML,2018-12-31 17:37:24+00:00,2019-01-01 01:52:59+00:00,2019-01-01 00:00:00+00:00,13.05548199,101.1950684,5486.4,-37.64190674,144.8328221,220.98
BAW244,,4007f1,G-YMMF,B772,,EGLL,2018-12-31 17:37:33+00:00,2019-01-01 06:14:06+00:00,2019-01-01 00:00:00+00:00,-34.92146301,-58.16027583,2438.4,51.46494203,-0.432434082,-129.54
NAX7149,,47c90a,,,LFPG,KBOS,2018-12-31 17:37:44+00:00,2019-01-01 00:25:35+00:00,2019-01-01 00:00:00+00:00,49.01966858,2.493896484,0,42.37557104,-70.999912,-60.96
ACA028,,c01729,C-FIUA,B77L,CYYZ,CYYZ,2018-12-31 17:39:33+00:00,2019-01-01 23:21:05+00:00,2019-01-01 00:00:00+00:00,43.67242328,-79.66683524,304.8,43.6650238,-79.67725887,182.88
UAE771,,89617d,A6-EGE,B77W,,OMDB,2018-12-31 17:42:04+00:00,2019-01-01 01:51:58+00:00,2019-01-01 00:00:00+00:00,-28.40711975,26.22589698,10668,25.26263092,55.34571378,-60.96
NAX11A,,47c5cb,LN-LNH,B788,EKCH,KJFK,2018-12-31 17:42:27+00:00,2019-01-01 01:47:44+00:00,2019-01-01 00:00:00+00:00,55.58079529,12.58625377,0,40.68273926,-73.7255249,243.84
AFR348,,3965b4,F-GZNU,B77W,LFPG,CYUL,2018-12-31 17:42:49+00:00,2019-01-01 00:48:11+00:00,2019-01-01 00:00:00+00:00,48.99562512,2.554176732,0,45.4738884,-73.74531882,
RBA003,,89505d,,,WBSB,EGLL,2018-12-31 17:42:55+00:00,2019-01-01 07:58:57+00:00,2019-01-01 00:00:00+00:00,4.931488037,114.8068496,1524,51.46494203,-0.438766479,-160.02
SIA876,,76cc68,,,YPPH,RCTP,2018-12-31 17:43:10+00:00,2019-01-01 04:59:29+00:00,2019-01-01 00:00:00+00:00,-31.95684814,115.960144,0,25.02573822,121.1561901,342.9
VOI423,,0d07a8,XA-VOY,A320,,MMTJ,2018-12-31 17:43:22+00:00,2019-01-01 00:14:38+00:00,2019-01-01 00:00:00+00:00,18.80914307,-98.73064859,10972.8,32.53833835,-116.949575,190.5
JAL771,,86e452,JA864J,B789,KBOS,YSSY,2018-12-31 17:43:36+00:00,2019-01-01 19:43:15+00:00,2019-01-01 00:00:00+00:00,42.35392425,-70.99052252,0,-33.92115784,151.1694647,76.2
CLX9721,,4d0114,LX-VCK,B748,ELLX,,2018-12-31 17:43:52+00:00,2019-01-01 02:59:44+00:00,2019-01-01 00:00:00+00:00,49.63715744,6.226971275,0,36.44316101,112.9868317,6309.36
ETD888,,8964f9,,,OMAD,,2018-12-31 17:44:04+00:00,2019-01-01 03:58:22+00:00,2019-01-01 00:00:00+00:00,24.53605523,54.50602405,1219.2,36.20092877,135.0278164,8572.5
CCA165,,78103b,B-8579,A333,,YMML,2018-12-31 17:44:29+00:00,2019-01-01 04:36:25+00:00,2019-01-01 00:00:00+00:00,37.45166016,114.7952076,9753.6,-37.64717102,144.833874,190.5
RAM208,,20121,CN-RGS,B788,,CSP6,2018-12-31 17:45:56+00:00,2019-01-01 00:33:29+00:00,2019-01-01 00:00:00+00:00,33.51205444,-7.706030273,1524,45.41040453,-73.83127352,449.58
AFL233,,424569,VQ-BPK,A333,UUEE,UUEE,2018-12-31 17:46:07+00:00,2019-01-01 06:39:28+00:00,2019-01-01 00:00:00+00:00,55.96724171,37.3705101,304.8,55.98243713,37.47111927,259.08
SIA237,,76cee8,9V-SWH,B77W,,YMML,2018-12-31 17:46:39+00:00,2019-01-01 00:13:29+00:00,2019-01-01 00:00:00+00:00,-1.024242336,105.1715982,10668,-37.63985844,144.8323457,213.36
SAA287,,00b1f0,ZS-SXB,A343,,FAGM,2018-12-31 17:46:41+00:00,2019-01-01 04:55:39+00:00,2019-01-01 00:00:00+00:00,16.38912964,104.5201191,9144,-26.21021335,28.21463365,1965.96
DAL275,,a63dff,N501DN,A359,86MI,,2018-12-31 17:49:10+00:00,2019-01-01 05:56:58+00:00,2019-01-01 00:00:00+00:00,42.17692566,-83.5222487,1524,36.19793701,140.5922127,4572
QTR8174,,06a140,A7-BFG,B77L,KLAX,EBLG,2018-12-31 17:51:14+00:00,2019-01-01 03:43:50+00:00,2019-01-01 00:00:00+00:00,33.93388134,-118.435421,304.8,50.65027787,5.464510531,60.96
AFL208,,4242a4,VP-BGF,B77W,UUEE,,2018-12-31 17:51:16+00:00,2019-01-01 00:34:54+00:00,2019-01-01 00:00:00+00:00,55.96714783,37.36991189,304.8,36.25804836,112.8977285,10698.48
CPA105,,780ab8,B-LRM,A359,,YMML,2018-12-31 17:51:36+00:00,2019-01-01 01:12:23+00:00,2019-01-01 00:00:00+00:00,13.50657318,118.752088,11277.6,-37.64325675,144.8330622,205.74
ETD19B,,8964c3,,,OMAA,YBBN,2018-12-31 17:52:46+00:00,2019-01-01 07:22:56+00:00,2019-01-01 00:00:00+00:00,24.55718994,54.61775294,1219.2,-27.41038513,153.113864,68.58
QTR908,,06a145,A7-APD,A388,OTHH,YSSY,2018-12-31 17:53:15+00:00,2019-01-01 07:50:46+00:00,2019-01-01 00:00:00+00:00,25.23769055,51.6129922,0,-33.96753861,151.1815453,30.48
TAP259,,4.95E+10,CS-TOG,A332,LPPT,CYYZ,2018-12-31 17:53:35+00:00,2019-01-01 01:51:49+00:00,2019-01-01 00:00:00+00:00,38.82733154,-9.110173764,304.8,43.66712952,-79.67432066,350.52
NOS130,,4ca8fc,,,LIMC,LIMC,2018-12-31 17:54:16+00:00,2019-01-01 16:11:26+00:00,2019-01-01 00:00:00+00:00,45.61830682,8.726234436,0,45.63017764,8.721221924,129.54
AFR229,,3949eb,F-GSPL,B772,,LFPG,2018-12-31 17:54:33+00:00,2019-01-01 06:40:59+00:00,2019-01-01 00:00:00+00:00,-34.84365172,-58.10926437,3048,48.99632341,2.630358244,45.72
N114FB,,a03b8e,N114FB,,KBAK,6FD7,2018-12-31 17:55:50+00:00,2019-01-01 05:27:36+00:00,2019-01-01 00:00:00+00:00,39.25159002,-85.88690186,304.8,27.54798501,-82.65511146,617.22
SIA31,,76cdb2,9V-SMR,A359,KSFO,,2018-12-31 17:56:11+00:00,2019-01-01 08:56:59+00:00,2019-01-01 00:00:00+00:00,37.61890993,-122.3753954,-304.8,5.816283145,111.6462392,13106.4
CTV526,,8a074b,,,WIII,,2018-12-31 17:56:22+00:00,2019-01-01 05:11:18+00:00,2019-01-01 00:00:00+00:00,-6.139892578,106.6501527,0,22.38798523,46.36055686,10363.2
ISS955,,4cafba,,,LIMC,VIDP,2018-12-31 17:56:26+00:00,2019-01-01 01:09:07+00:00,2019-01-01 00:00:00+00:00,45.61113778,8.72568512,0,28.55630648,77.13237089,236.22
UAE222,,89644d,A6-EPX,B77W,KDFW,OMDB,2018-12-31 17:56:53+00:00,2019-01-01 07:40:29+00:00,2019-01-01 00:00:00+00:00,32.87146617,-97.05047607,304.8,25.25131989,55.36038717,-60.96
CPA872,,78023c,B-KPP,B77W,,KSFO,2018-12-31 17:57:05+00:00,2019-01-01 04:03:48+00:00,2019-01-01 00:00:00+00:00,23.38169861,119.9400912,10058.4,37.61741638,-122.3719171,-45.72
ETD95G,,8963cc,A6-ETS,B77W,OMAA,OMAA,2018-12-31 17:57:20+00:00,2019-01-01 02:36:22+00:00,2019-01-01 00:00:00+00:00,24.5459243,54.59769771,1219.2,24.4119873,54.68856812,83.82
AAR363,,71bf36,HL7736,A333,,,2018-12-31 17:59:04+00:00,2019-01-01 02:41:46+00:00,2019-01-01 00:00:00+00:00,41.18983899,69.49688998,3352.8,34.26837158,125.8403731,10972.8
IBE6856,,34218b,EC-JCZ,A346,,LEMD,2018-12-31 17:59:23+00:00,2019-01-01 05:18:59+00:00,2019-01-01 00:00:00+00:00,-34.92164612,-58.15831398,2133.6,40.4790096,-3.541701924,
CSN305,,781360,CSN307,B789,,NZAA,2018-12-31 18:00:06+00:00,2019-01-01 03:22:28+00:00,2019-01-01 00:00:00+00:00,16.53577384,119.7973251,9753.6,-37.00785828,174.8014799,0
QTR29XL,,06a149,A7-APH,A388,OTHH,YMML,2018-12-31 18:00:50+00:00,2019-01-01 07:17:18+00:00,2019-01-01 00:00:00+00:00,25.2346344,51.63584391,0,-37.64074293,144.8326443,236.22
JAL41,,86dcc4,JA841J,B788,RJTT,EGLL,2018-12-31 18:01:39+00:00,2019-01-01 06:12:08+00:00,2019-01-01 00:00:00+00:00,35.58737027,139.7806306,304.8,51.46494203,-0.435256958,-144.78
IGO6606,,800bad,VT-IDT,A320,VOMM,VIDP,2018-12-31 18:02:07+00:00,2019-01-01 01:05:24+00:00,2019-01-01 00:00:00+00:00,12.9944458,80.18040098,0,28.55593407,77.13404038,251.46
MSR996,,01012b,SU-GDM,B77W,CYYZ,,2018-12-31 18:02:18+00:00,2019-01-01 03:11:38+00:00,2019-01-01 00:00:00+00:00,43.67866128,-79.5979745,0,35.28936768,27.61825562,11277.6
IRA658,,7324c1,EP-IFA,A321,UGTB,OMDB,2018-12-31 18:03:28+00:00,2019-01-01 05:30:38+00:00,2019-01-01 00:00:00+00:00,41.7257018,44.88234409,1219.2,25.26200867,55.34769694,
AFL291,,424574,VQ-BQC,B77W,UUEE,UUEE,2018-12-31 18:04:15+00:00,2019-01-01 13:53:03+00:00,2019-01-01 00:00:00+00:00,55.96673584,37.36774791,304.8,55.98521087,37.50706673,449.58
DAL7,,ab398a,N822NW,A333,KLAX,RJAK,2018-12-31 18:04:20+00:00,2019-01-01 05:27:59+00:00,2019-01-01 00:00:00+00:00,33.94619751,-118.4410251,0,36.00964562,139.9724822,1699.26
UAL1845,,a46d4a,N38454,B739,KLDJ,KEWR,2018-12-31 18:04:26+00:00,2019-01-01 00:22:39+00:00,2019-01-01 00:00:00+00:00,40.59457553,-74.22538064,609.6,40.73519897,-74.13757324,198.12
JAL5,,867f68,JA731J,B77W,KJFK,RJTT,2018-12-31 18:05:48+00:00,2019-01-01 07:47:29+00:00,2019-01-01 00:00:00+00:00,40.61480713,-73.75463867,304.8,35.57047181,139.9180765,472.44
KLM836,,485000,PH-BVK,B77W,,EHAM,2018-12-31 18:06:06+00:00,2019-01-01 06:46:50+00:00,2019-01-01 00:00:00+00:00,2.361641577,102.9189274,7315.2,52.31422806,4.771976471,-121.92
FIN151,,461f4d,OH-LWF,A359,EFHK,,2018-12-31 18:06:36+00:00,2019-01-01 00:12:35+00:00,2019-01-01 00:00:00+00:00,60.31777954,24.91405619,0,26.78466797,78.27647869,12496.8
NAX7191,,cba9a9,,,LFPO,KEWR,2018-12-31 18:07:26+00:00,2019-01-01 01:54:19+00:00,2019-01-01 00:00:00+00:00,48.72203762,2.323030171,0,40.72994943,-74.14098566,198.12
AFR995,,39bd20,F-HPJA,A388,,LFPG,2018-12-31 18:07:33+00:00,2019-01-01 04:19:23+00:00,2019-01-01 00:00:00+00:00,-25.60414124,28.19905599,4876.8,48.99576478,2.619371916,-22.86
SAA235,,00b1fb,ZS-SXM,A333,EGLL,FAGM,2018-12-31 18:07:52+00:00,2019-01-01 04:48:09+00:00,2019-01-01 00:00:00+00:00,51.46481323,-0.477237186,-304.8,-26.22157288,28.21107684,2034.54
SOO7640,,a95ca4,N702GT,B77L,OBBI,PANC,2018-12-31 18:08:20+00:00,2019-01-01 15:26:08+00:00,2019-01-01 00:00:00+00:00,26.2625885,50.64759452,0,61.16784668,-149.9834878,342.9
CPA250,,78022d,B-KPN,B77W,EGLL,,2018-12-31 18:09:03+00:00,2019-01-01 00:35:58+00:00,2019-01-01 00:00:00+00:00,51.46485901,-0.475381387,-304.8,44.06090171,79.96372768,10698.48
ELY018,,7380c4,,,KMIA,LLBG,2018-12-31 18:09:11+00:00,2019-01-01 06:05:59+00:00,2019-01-01 00:00:00+00:00,25.78877595,-80.26352217,0,32.01413688,34.8720208,
CSN307,,781148,B-8362,A333,,EHAM,2018-12-31 18:10:25+00:00,2019-01-01 04:39:46+00:00,2019-01-01 00:00:00+00:00,36.26889504,113.214462,9144,52.31269319,4.760925293,
IGO2297,,80064c,VT-IEK,A320,VOBL,VOBL,2018-12-31 18:10:56+00:00,2019-01-01 06:15:27+00:00,2019-01-01 00:00:00+00:00,13.206544,77.72513942,914.4,13.20726013,77.67016707,929.64
CES707,,78122f,B-8862,A333,,LKPR,2018-12-31 18:11:06+00:00,2019-01-01 03:52:29+00:00,2019-01-01 00:00:00+00:00,35.30158609,113.6016716,10363.2,50.11317444,14.26408467,236.22
GFA271,,894074,A9C-CA,A321,OBBI,OBBI,2018-12-31 18:12:20+00:00,2019-01-01 04:08:13+00:00,2019-01-01 00:00:00+00:00,26.27389526,50.62831663,-304.8,26.26268005,50.64780181,-83.82
UAE399,,8960dc,A6-EBU,B77W,,OMDB,2018-12-31 18:12:28+00:00,2019-01-01 01:18:29+00:00,2019-01-01 00:00:00+00:00,1.729788053,102.9713493,10363.2,25.24864197,55.35965398,-60.96
CPA2099,,780a3e,B-LJI,B748,PANC,,2018-12-31 18:13:08+00:00,2019-01-01 02:07:41+00:00,2019-01-01 00:00:00+00:00,61.19274902,-150.0106594,0,36.27236938,114.8846054,11612.88
CSN617,,7813bc,,,,NZCH,2018-12-31 18:13:24+00:00,2019-01-01 04:03:24+00:00,2019-01-01 00:00:00+00:00,16.62496793,119.4336973,9753.6,-43.49105576,172.5296892,60.96
THY717,,4ba947,TC-JJG,B77W,LTBA,LTBA,2018-12-31 18:14:22+00:00,2019-01-01 07:49:58+00:00,2019-01-01 00:00:00+00:00,41.0584259,28.80718994,609.6,40.81196594,28.73168945,1790.7
TAM8110,,e48e72,PT-MSO,B763,SBGR,LIRF,2018-12-31 18:14:27+00:00,2019-01-01 05:39:13+00:00,2019-01-01 00:00:00+00:00,-23.42159465,-46.43641154,914.4,41.77340698,12.24395058,-15.24
GFA154,,89408c,,,OBBI,RPLL,2018-12-31 18:14:52+00:00,2019-01-01 02:19:22+00:00,2019-01-01 00:00:00+00:00,26.27371216,50.62867938,-304.8,14.49362183,120.9924316,45.72
ETD833,,896143,A6-EYJ,A332,OMAA,OM11,2018-12-31 18:14:54+00:00,2019-01-01 19:35:23+00:00,2019-01-01 00:00:00+00:00,24.53773499,54.59564209,1219.2,24.28928181,54.88194304,1158.24
BOX317,,3c4582,D-AALB,B77L,,EDAW,2018-12-31 18:14:59+00:00,2019-01-01 01:39:44+00:00,2019-01-01 00:00:00+00:00,39.25135803,-84.46957796,3657.6,51.52258301,12.62336525,1005.84
QTR853,,06a03c,A7-AEC,A333,WMKK,OTHH,2018-12-31 18:15:10+00:00,2019-01-01 01:57:23+00:00,2019-01-01 00:00:00+00:00,2.780502319,101.7006722,0,25.22268677,51.64118449,152.4
ELY028,,7380c5,,,KLDJ,LLBG,2018-12-31 18:15:16+00:00,2019-01-01 04:08:45+00:00,2019-01-01 00:00:00+00:00,40.6181488,-74.25708008,914.4,32.00636266,34.88194213,0
ACA859,,c02ee7,C-FRTU,B789,EGLL,CYYZ,2018-12-31 18:15:27+00:00,2019-01-01 01:42:44+00:00,2019-01-01 00:00:00+00:00,51.46484892,-0.47203064,-304.8,43.66720943,-79.67415946,342.9
JAL46,,8682fc,JA741J,B77W,LFPG,RJAK,2018-12-31 18:15:55+00:00,2019-01-01 05:11:45+00:00,2019-01-01 00:00:00+00:00,48.99526978,2.544320913,0,35.98526001,140.1480675,2468.88
DLH797,,3c4b2b,D-ABYK,B748,,EDDF,2018-12-31 18:16:10+00:00,2019-01-01 04:02:45+00:00,2019-01-01 00:00:00+00:00,36.3420286,113.1903855,9144,50.04412118,8.58277192,-30.48
ACA012,,c058bb,C-GHPQ,B788,CYUL,CYMX,2018-12-31 18:16:51+00:00,2019-01-01 23:14:14+00:00,2019-01-01 00:00:00+00:00,45.47506714,-73.74670846,-304.8,45.67714885,-73.96847534,2362.2
LBT4623,,02a1b1,,,,,2018-12-31 18:16:58+00:00,2019-01-01 03:20:13+00:00,2019-01-01 00:00:00+00:00,34.63220215,13.84069949,10668,34.62423706,13.63016557,10988.04
AFL260,,424568,VQ-BPJ,A333,UUEE,,2018-12-31 18:17:17+00:00,2019-01-01 03:03:59+00:00,2019-01-01 00:00:00+00:00,55.96584514,37.37823486,304.8,36.16256972,140.6062414,3840.48
AFL2549,,424567,VQ-BPI,A333,,UUEE,2018-12-31 18:17:59+00:00,2019-01-01 00:34:49+00:00,2019-01-01 00:00:00+00:00,28.35161629,-16.22449089,3962.4,55.97780907,37.45745659,175.26
DAL934,,abc91f,N859DN,B739,,UT13,2018-12-31 18:18:47+00:00,2019-01-01 01:36:07+00:00,2019-01-01 00:00:00+00:00,33.01277161,-84.40658569,5791.2,40.57586153,-111.9725314,2423.16
BAW5VY,,400550,G-CIVC,B744,EGLL,CYVR,2018-12-31 18:18:48+00:00,2019-01-01 03:11:23+00:00,2019-01-01 00:00:00+00:00,51.46485901,-0.475084459,-304.8,49.20144653,-123.1672316,-152.4
AVA208,,a9cb1f,N730AV,A319,SKBO,KBOS,2018-12-31 18:18:55+00:00,2019-01-01 00:06:21+00:00,2019-01-01 00:00:00+00:00,4.698818207,-74.13843058,2438.4,42.37962109,-70.99799578,-53.34
ASA1411,,a86e85,N642VA,A320,KJFK,KHHR,2018-12-31 18:19:39+00:00,2019-01-01 00:10:59+00:00,2019-01-01 00:00:00+00:00,40.63293457,-73.78211975,0,33.93909519,-118.3649254,144.78
